order_id,date,product_id,customer_id,quantity
ORD-00254,04/01/2025,P045,CUST-344,1
ORD-00413,04/01/2025,P090,CUST-344,4
ORD-07284,04/01/2025,P038,CUST-187,3
ORD-08488,04/01/2025,P064,CUST-324,5
ORD-04977,04/01/2025,P094,CUST-482,1
ORD-06363,04/01/2025,P034,CUST-499,2
ORD-06499,04/01/2025,P046,CUST-308,1
ORD-04477,04/01/2025,P056,CUST-124,1
ORD-07788,04/01/2025,P018,CUST-030,1
ORD-02445,04/01/2025,P012,CUST-300,1
ORD-07484,04/01/2025,P065,CUST-246,1
ORD-06404,04/01/2025,P062,CUST-022,1
ORD-09570,04/01/2025,P060,CUST-297,1
ORD-00632,04/01/2025,P092,CUST-238,1
ORD-01043,04/01/2025,P034,CUST-227,1
ORD-01080,05/01/2025,P010,CUST-246,5
ORD-04918,05/01/2025,P040,CUST-102,1
ORD-05569,05/01/2025,P091,CUST-436,1
ORD-06613,05/01/2025,P073,CUST-479,1
ORD-02854,05/01/2025,P039,CUST-418,4
ORD-05749,05/01/2025,P012,CUST-128,4
ORD-06606,05/01/2025,P081,CUST-408,2
ORD-09051,05/01/2025,P074,CUST-215,1
ORD-06082,05/01/2025,P045,CUST-182,1
ORD-06740,05/01/2025,P037,CUST-083,1
ORD-02682,05/01/2025,P071,CUST-365,1
ORD-07573,05/01/2025,P075,CUST-351,1
ORD-01238,05/01/2025,P037,CUST-228,1
ORD-07654,05/01/2025,P032,CUST-434,1
ORD-01493,05/01/2025,P037,CUST-148,1
ORD-08676,05/01/2025,P050,CUST-120,1
ORD-07545,05/01/2025,P043,CUST-169,1
ORD-09077,05/01/2025,P082,CUST-132,1
ORD-08874,05/01/2025,P035,CUST-328,1
ORD-00278,05/01/2025,P091,CUST-314,1
ORD-04735,06/01/2025,P090,CUST-022,1
ORD-04704,06/01/2025,P068,CUST-301,4
ORD-06174,06/01/2025,P100,CUST-389,1
ORD-00175,06/01/2025,P024,CUST-014,1
ORD-05601,06/01/2025,P029,CUST-477,2
ORD-04975,06/01/2025,P081,CUST-417,1
ORD-09356,06/01/2025,P064,CUST-242,1
ORD-03912,06/01/2025,P058,CUST-040,1
ORD-07867,06/01/2025,P047,CUST-439,1
ORD-09470,06/01/2025,P062,CUST-163,1
ORD-09616,06/01/2025,P002,CUST-217,5
ORD-08494,06/01/2025,P088,CUST-428,1
ORD-01242,06/01/2025,P084,CUST-312,1
ORD-03563,06/01/2025,P059,CUST-277,1
ORD-05302,06/01/2025,P016,CUST-097,1
ORD-03013,06/01/2025,P020,CUST-360,1
ORD-04131,06/01/2025,P091,CUST-385,2
ORD-03006,06/01/2025,P016,CUST-024,1
ORD-05498,06/01/2025,P013,CUST-260,1
ORD-09865,06/01/2025,P095,CUST-146,1
ORD-03878,07/01/2025,P045,CUST-338,1
ORD-09973,07/01/2025,P035,CUST-046,1
ORD-05040,07/01/2025,P054,CUST-195,1
ORD-03149,07/01/2025,P008,CUST-303,1
ORD-03203,07/01/2025,P063,CUST-025,4
ORD-08542,07/01/2025,P090,CUST-325,3
ORD-07541,07/01/2025,P096,CUST-236,4
ORD-06295,07/01/2025,P058,CUST-068,1
ORD-03589,07/01/2025,P092,CUST-380,1
ORD-07072,07/01/2025,P047,CUST-029,2
ORD-02163,07/01/2025,P066,CUST-351,5
ORD-02644,07/01/2025,P081,CUST-287,3
ORD-03438,07/01/2025,P025,CUST-064,1
ORD-02052,07/01/2025,P013,CUST-143,1
ORD-04581,07/01/2025,P065,CUST-166,1
ORD-06198,07/01/2025,P055,CUST-358,1
ORD-05564,07/01/2025,P063,CUST-204,1
ORD-04529,07/01/2025,P099,CUST-466,4
ORD-01773,07/01/2025,P089,CUST-347,2
ORD-01116,07/01/2025,P035,CUST-290,1
ORD-02939,07/01/2025,P043,CUST-464,1
ORD-07446,07/01/2025,P028,CUST-383,1
ORD-09932,07/01/2025,P028,CUST-087,1
ORD-00092,07/01/2025,P064,CUST-081,1
ORD-04251,07/01/2025,P009,CUST-150,1
ORD-02730,07/01/2025,P038,CUST-322,3
ORD-06906,08/01/2025,P084,CUST-429,1
ORD-05154,08/01/2025,P042,CUST-381,1
ORD-04742,08/01/2025,P096,CUST-243,1
ORD-09505,08/01/2025,P081,CUST-170,2
ORD-04771,08/01/2025,P074,CUST-374,2
ORD-00263,08/01/2025,P053,CUST-175,1
ORD-07190,08/01/2025,P076,CUST-051,1
ORD-09148,08/01/2025,P020,CUST-455,1
ORD-07098,08/01/2025,P090,CUST-078,1
ORD-04949,08/01/2025,P097,CUST-469,1
ORD-00853,08/01/2025,P097,CUST-422,1
ORD-05819,08/01/2025,P063,CUST-072,3
ORD-09752,08/01/2025,P064,CUST-005,2
ORD-06532,08/01/2025,P075,CUST-468,1
ORD-06063,08/01/2025,P088,CUST-036,1
ORD-05520,08/01/2025,P083,CUST-429,2
ORD-06470,08/01/2025,P008,CUST-070,1
ORD-04199,08/01/2025,P083,CUST-124,1
ORD-08568,08/01/2025,P090,CUST-264,1
ORD-09528,08/01/2025,P008,CUST-434,1
ORD-00583,08/01/2025,P035,CUST-378,1
ORD-09809,08/01/2025,P041,CUST-239,2
ORD-06072,08/01/2025,P058,CUST-057,1
ORD-02057,08/01/2025,P019,CUST-013,1
ORD-00536,08/01/2025,P071,CUST-006,3
ORD-06131,08/01/2025,P005,CUST-319,1
ORD-07494,08/01/2025,P053,CUST-079,1
ORD-08340,08/01/2025,P076,CUST-425,1
ORD-04442,08/01/2025,P026,CUST-353,1
ORD-02027,09/01/2025,P077,CUST-022,3
ORD-01530,09/01/2025,P079,CUST-162,1
ORD-04095,09/01/2025,P007,CUST-233,1
ORD-03859,09/01/2025,P087,CUST-121,2
ORD-02684,09/01/2025,P020,CUST-256,1
ORD-09520,09/01/2025,P060,CUST-354,1
ORD-08163,09/01/2025,P041,CUST-410,1
ORD-09048,09/01/2025,P046,CUST-358,1
ORD-01854,09/01/2025,P002,CUST-015,1
ORD-07447,09/01/2025,P005,CUST-134,4
ORD-07221,09/01/2025,P031,CUST-305,2
ORD-09723,09/01/2025,P092,CUST-497,1
ORD-09377,09/01/2025,P075,CUST-208,1
ORD-07409,09/01/2025,P021,CUST-094,1
ORD-01543,09/01/2025,P079,CUST-465,1
ORD-02693,09/01/2025,P012,CUST-053,2
ORD-04589,09/01/2025,P011,CUST-454,1
ORD-06689,09/01/2025,P074,CUST-177,2
ORD-02751,09/01/2025,P030,CUST-216,1
ORD-06617,09/01/2025,P038,CUST-273,5
ORD-03112,09/01/2025,P017,CUST-399,4
ORD-03583,09/01/2025,P008,CUST-470,4
ORD-07144,09/01/2025,P021,CUST-143,2
ORD-02658,09/01/2025,P061,CUST-330,1
ORD-08399,09/01/2025,P015,CUST-221,1
ORD-06180,09/01/2025,P054,CUST-462,1
ORD-02798,09/01/2025,P065,CUST-366,1
ORD-02618,09/01/2025,P051,CUST-383,1
ORD-08173,09/01/2025,P031,CUST-137,1
ORD-05441,10/01/2025,P051,CUST-069,1
ORD-04812,10/01/2025,P057,CUST-282,1
ORD-04892,10/01/2025,P021,CUST-192,1
ORD-04527,10/01/2025,P052,CUST-395,2
ORD-07306,10/01/2025,P072,CUST-396,1
ORD-08339,10/01/2025,P098,CUST-344,1
ORD-08306,10/01/2025,P055,CUST-219,3
ORD-06552,10/01/2025,P071,CUST-093,3
ORD-09189,10/01/2025,P026,CUST-281,1
ORD-09882,10/01/2025,P053,CUST-439,1
ORD-07367,10/01/2025,P070,CUST-167,1
ORD-05401,10/01/2025,P043,CUST-127,1
ORD-09468,10/01/2025,P042,CUST-024,4
ORD-09323,10/01/2025,P069,CUST-123,4
ORD-07826,10/01/2025,P028,CUST-010,1
ORD-05603,10/01/2025,P065,CUST-240,2
ORD-02175,10/01/2025,P060,CUST-302,1
ORD-09006,10/01/2025,P069,CUST-253,1
ORD-06979,10/01/2025,P038,CUST-358,1
ORD-09350,11/01/2025,P096,CUST-352,1
ORD-05121,11/01/2025,P090,CUST-117,3
ORD-06611,11/01/2025,P054,CUST-478,5
ORD-05405,11/01/2025,P047,CUST-249,1
ORD-07850,11/01/2025,P001,CUST-041,1
ORD-06807,11/01/2025,P095,CUST-397,1
ORD-06059,11/01/2025,P063,CUST-056,1
ORD-01768,11/01/2025,P043,CUST-289,4
ORD-00376,11/01/2025,P062,CUST-300,1
ORD-06927,11/01/2025,P037,CUST-182,1
ORD-09021,11/01/2025,P083,CUST-123,1
ORD-04684,11/01/2025,P031,CUST-233,2
ORD-02819,11/01/2025,P016,CUST-491,2
ORD-01000,11/01/2025,P019,CUST-346,1
ORD-07377,11/01/2025,P051,CUST-279,2
ORD-04609,11/01/2025,P094,CUST-257,1
ORD-08893,11/01/2025,P059,CUST-466,3
ORD-09185,11/01/2025,P093,CUST-356,3
ORD-04714,12/01/2025,P082,CUST-289,1
ORD-04418,12/01/2025,P014,CUST-180,4
ORD-03110,12/01/2025,P056,CUST-258,2
ORD-01397,12/01/2025,P085,CUST-010,1
ORD-03973,12/01/2025,P043,CUST-392,3
ORD-02221,12/01/2025,P039,CUST-403,2
ORD-09392,12/01/2025,P041,CUST-391,2
ORD-05704,12/01/2025,P085,CUST-008,3
ORD-06300,12/01/2025,P006,CUST-487,1
ORD-03844,12/01/2025,P074,CUST-223,1
ORD-05342,12/01/2025,P041,CUST-336,2
ORD-05562,12/01/2025,P073,CUST-354,1
ORD-08387,12/01/2025,P073,CUST-232,2
ORD-04824,12/01/2025,P005,CUST-313,1
ORD-09446,12/01/2025,P045,CUST-193,1
ORD-08956,12/01/2025,P029,CUST-029,2
ORD-05423,12/01/2025,P014,CUST-328,2
ORD-09649,12/01/2025,P001,CUST-086,2
ORD-03065,12/01/2025,P017,CUST-278,1
ORD-05609,12/01/2025,P082,CUST-147,1
ORD-05299,12/01/2025,P046,CUST-095,2
ORD-04950,12/01/2025,P094,CUST-443,2
ORD-08130,12/01/2025,P002,CUST-120,1
ORD-08775,12/01/2025,P077,CUST-216,1
ORD-02752,13/01/2025,P021,CUST-208,3
ORD-01187,13/01/2025,P010,CUST-357,2
ORD-05736,13/01/2025,P039,CUST-313,1
ORD-00372,13/01/2025,P066,CUST-402,1
ORD-07942,13/01/2025,P043,CUST-183,1
ORD-07035,13/01/2025,P084,CUST-456,1
ORD-05717,13/01/2025,P043,CUST-114,1
ORD-01707,13/01/2025,P001,CUST-070,1
ORD-01654,13/01/2025,P024,CUST-057,1
ORD-06273,13/01/2025,P096,CUST-393,1
ORD-03754,13/01/2025,P047,CUST-388,1
ORD-09171,13/01/2025,P010,CUST-344,1
ORD-08949,13/01/2025,P001,CUST-090,2
ORD-06406,13/01/2025,P090,CUST-279,4
ORD-03187,13/01/2025,P036,CUST-308,1
ORD-05943,13/01/2025,P069,CUST-034,3
ORD-09956,13/01/2025,P060,CUST-257,1
ORD-09202,13/01/2025,P009,CUST-227,4
ORD-08329,13/01/2025,P048,CUST-111,1
ORD-09758,13/01/2025,P073,CUST-375,1
ORD-01156,13/01/2025,P018,CUST-256,1
ORD-01934,13/01/2025,P045,CUST-036,2
ORD-01169,13/01/2025,P080,CUST-262,3
ORD-09390,13/01/2025,P094,CUST-067,1
ORD-06475,13/01/2025,P034,CUST-350,1
ORD-03103,13/01/2025,P007,CUST-129,1
ORD-08353,13/01/2025,P087,CUST-036,1
ORD-03147,13/01/2025,P084,CUST-362,4
ORD-04805,13/01/2025,P022,CUST-031,3
ORD-03274,14/01/2025,P022,CUST-270,1
ORD-02891,14/01/2025,P077,CUST-284,3
ORD-00630,14/01/2025,P054,CUST-272,1
ORD-07815,14/01/2025,P068,CUST-093,5
ORD-08991,14/01/2025,P093,CUST-022,1
ORD-04339,14/01/2025,P099,CUST-215,1
ORD-06024,14/01/2025,P083,CUST-137,1
ORD-00255,14/01/2025,P031,CUST-155,1
ORD-00881,14/01/2025,P036,CUST-045,1
ORD-09880,14/01/2025,P085,CUST-152,1
ORD-06768,14/01/2025,P087,CUST-047,1
ORD-08790,14/01/2025,P070,CUST-259,1
ORD-08018,14/01/2025,P084,CUST-196,1
ORD-07133,14/01/2025,P037,CUST-006,1
ORD-09437,14/01/2025,P009,CUST-236,1
ORD-02619,14/01/2025,P075,CUST-249,1
ORD-02664,14/01/2025,P017,CUST-346,1
ORD-05016,14/01/2025,P044,CUST-177,3
ORD-09815,14/01/2025,P008,CUST-220,1
ORD-09287,14/01/2025,P062,CUST-440,1
ORD-01181,14/01/2025,P018,CUST-029,1
ORD-01075,14/01/2025,P044,CUST-319,2
ORD-04164,14/01/2025,P083,CUST-481,1
ORD-00048,14/01/2025,P022,CUST-434,4
ORD-02130,15/01/2025,P028,CUST-200,1
ORD-08526,15/01/2025,P036,CUST-126,1
ORD-03671,15/01/2025,P082,CUST-286,1
ORD-05483,15/01/2025,P054,CUST-434,2
ORD-05587,15/01/2025,P083,CUST-232,1
ORD-06405,15/01/2025,P038,CUST-176,1
ORD-00644,15/01/2025,P044,CUST-268,1
ORD-04267,15/01/2025,P001,CUST-278,1
ORD-09329,15/01/2025,P028,CUST-222,1
ORD-00960,15/01/2025,P013,CUST-347,2
ORD-07779,15/01/2025,P080,CUST-479,2
ORD-02391,15/01/2025,P026,CUST-294,4
ORD-03606,15/01/2025,P029,CUST-302,1
ORD-01243,15/01/2025,P017,CUST-194,1
ORD-01091,15/01/2025,P034,CUST-106,2
ORD-06510,15/01/2025,P026,CUST-471,1
ORD-00244,15/01/2025,P049,CUST-334,1
ORD-05360,15/01/2025,P053,CUST-111,1
ORD-07435,15/01/2025,P008,CUST-017,1
ORD-01980,15/01/2025,P016,CUST-143,5
ORD-01730,15/01/2025,P080,CUST-314,1
ORD-01148,15/01/2025,P020,CUST-276,1
ORD-07210,15/01/2025,P072,CUST-442,3
ORD-04801,15/01/2025,P077,CUST-241,1
ORD-06903,15/01/2025,P020,CUST-277,1
ORD-01259,15/01/2025,P036,CUST-452,1
ORD-05104,15/01/2025,P096,CUST-010,1
ORD-04888,15/01/2025,P085,CUST-088,1
ORD-01321,16/01/2025,P046,CUST-250,1
ORD-07852,16/01/2025,P010,CUST-389,1
ORD-05686,16/01/2025,P059,CUST-297,2
ORD-01425,16/01/2025,P064,CUST-069,1
ORD-09233,16/01/2025,P077,CUST-248,1
ORD-07846,16/01/2025,P006,CUST-265,1
ORD-06539,16/01/2025,P082,CUST-158,1
ORD-01407,16/01/2025,P030,CUST-219,1
ORD-07932,16/01/2025,P044,CUST-499,1
ORD-05741,16/01/2025,P018,CUST-331,1
ORD-04474,16/01/2025,P062,CUST-082,1
ORD-08675,16/01/2025,P095,CUST-484,1
ORD-01952,16/01/2025,P055,CUST-123,1
ORD-00303,16/01/2025,P063,CUST-345,1
ORD-04870,16/01/2025,P045,CUST-019,1
ORD-03620,16/01/2025,P063,CUST-334,1
ORD-07709,16/01/2025,P030,CUST-307,4
ORD-08621,16/01/2025,P019,CUST-318,1
ORD-03586,16/01/2025,P043,CUST-264,1
ORD-02194,16/01/2025,P004,CUST-277,1
ORD-07672,17/01/2025,P009,CUST-327,1
ORD-00885,17/01/2025,P066,CUST-109,5
ORD-04597,17/01/2025,P029,CUST-007,1
ORD-03932,17/01/2025,P094,CUST-250,1
ORD-03883,17/01/2025,P079,CUST-379,1
ORD-00095,17/01/2025,P043,CUST-311,4
ORD-08021,17/01/2025,P097,CUST-159,4
ORD-03031,17/01/2025,P004,CUST-348,1
ORD-08609,17/01/2025,P017,CUST-248,1
ORD-05206,17/01/2025,P058,CUST-347,3
ORD-06268,17/01/2025,P005,CUST-441,1
ORD-09947,17/01/2025,P010,CUST-236,1
ORD-03479,17/01/2025,P087,CUST-431,1
ORD-09242,17/01/2025,P045,CUST-406,4
ORD-05630,17/01/2025,P073,CUST-236,3
ORD-08978,17/01/2025,P003,CUST-180,2
ORD-09597,17/01/2025,P073,CUST-050,1
ORD-06058,17/01/2025,P056,CUST-219,1
ORD-06522,17/01/2025,P079,CUST-212,1
ORD-02679,17/01/2025,P036,CUST-291,1
ORD-08857,17/01/2025,P070,CUST-133,1
ORD-05871,17/01/2025,P008,CUST-237,4
ORD-00512,17/01/2025,P053,CUST-168,1
ORD-01928,17/01/2025,P058,CUST-359,2
ORD-02853,17/01/2025,P068,CUST-369,3
ORD-07461,17/01/2025,P041,CUST-210,1
ORD-06563,17/01/2025,P060,CUST-212,3
ORD-04161,17/01/2025,P028,CUST-377,1
ORD-03526,18/01/2025,P069,CUST-269,5
ORD-01912,18/01/2025,P050,CUST-064,1
ORD-08999,18/01/2025,P096,CUST-137,1
ORD-03246,18/01/2025,P052,CUST-111,2
ORD-04040,18/01/2025,P068,CUST-168,1
ORD-03046,18/01/2025,P029,CUST-244,1
ORD-09688,18/01/2025,P001,CUST-078,2
ORD-00309,18/01/2025,P042,CUST-066,2
ORD-09418,18/01/2025,P012,CUST-250,1
ORD-04309,18/01/2025,P077,CUST-018,1
ORD-00198,18/01/2025,P035,CUST-254,1
ORD-09923,18/01/2025,P096,CUST-076,1
ORD-08529,18/01/2025,P007,CUST-193,2
ORD-09183,18/01/2025,P029,CUST-044,1
ORD-04395,18/01/2025,P063,CUST-398,1
ORD-07946,18/01/2025,P037,CUST-486,1
ORD-09220,18/01/2025,P035,CUST-454,1
ORD-05418,18/01/2025,P035,CUST-122,1
ORD-05709,18/01/2025,P019,CUST-135,1
ORD-05789,18/01/2025,P030,CUST-339,1
ORD-03964,18/01/2025,P023,CUST-053,1
ORD-05646,18/01/2025,P031,CUST-135,3
ORD-08924,18/01/2025,P094,CUST-178,1
ORD-05923,18/01/2025,P050,CUST-449,5
ORD-04132,18/01/2025,P014,CUST-324,2
ORD-08897,18/01/2025,P050,CUST-142,2
ORD-03658,18/01/2025,P023,CUST-196,1
ORD-08511,18/01/2025,P054,CUST-088,1
ORD-07381,18/01/2025,P028,CUST-020,2
ORD-03412,19/01/2025,P055,CUST-114,1
ORD-07906,19/01/2025,P065,CUST-419,2
ORD-08385,19/01/2025,P025,CUST-134,1
ORD-09832,19/01/2025,P029,CUST-389,1
ORD-05201,19/01/2025,P010,CUST-096,3
ORD-01254,19/01/2025,P048,CUST-003,1
ORD-06799,19/01/2025,P053,CUST-107,2
ORD-05859,19/01/2025,P059,CUST-347,1
ORD-09816,19/01/2025,P092,CUST-139,1
ORD-07237,19/01/2025,P072,CUST-046,1
ORD-09227,19/01/2025,P012,CUST-458,1
ORD-09950,19/01/2025,P098,CUST-111,3
ORD-07610,19/01/2025,P027,CUST-375,2
ORD-06333,19/01/2025,P009,CUST-077,1
ORD-06010,19/01/2025,P049,CUST-467,1
ORD-02753,19/01/2025,P037,CUST-381,2
ORD-02364,19/01/2025,P086,CUST-237,1
ORD-08317,19/01/2025,P009,CUST-251,4
ORD-04389,19/01/2025,P076,CUST-222,1
ORD-01231,19/01/2025,P058,CUST-095,1
ORD-07056,19/01/2025,P041,CUST-337,4
ORD-03611,19/01/2025,P023,CUST-007,1
ORD-02867,19/01/2025,P026,CUST-282,1
ORD-06492,19/01/2025,P063,CUST-112,2
ORD-01630,19/01/2025,P023,CUST-348,1
ORD-08983,19/01/2025,P024,CUST-014,1
ORD-00684,19/01/2025,P032,CUST-306,1
ORD-06860,19/01/2025,P038,CUST-127,1
ORD-02460,19/01/2025,P095,CUST-310,4
ORD-00676,20/01/2025,P081,CUST-372,1
ORD-00038,20/01/2025,P091,CUST-067,1
ORD-07321,20/01/2025,P024,CUST-496,1
ORD-08433,20/01/2025,P001,CUST-280,3
ORD-03966,20/01/2025,P096,CUST-250,1
ORD-00416,20/01/2025,P039,CUST-211,3
ORD-02934,20/01/2025,P041,CUST-209,1
ORD-00758,20/01/2025,P070,CUST-304,1
ORD-08630,20/01/2025,P083,CUST-135,4
ORD-00563,20/01/2025,P005,CUST-177,1
ORD-05222,20/01/2025,P084,CUST-424,1
ORD-03028,20/01/2025,P086,CUST-106,1
ORD-01191,20/01/2025,P059,CUST-118,1
ORD-09879,20/01/2025,P063,CUST-485,2
ORD-08722,20/01/2025,P054,CUST-449,3
ORD-05316,20/01/2025,P029,CUST-480,2
ORD-06047,20/01/2025,P051,CUST-360,1
ORD-07880,20/01/2025,P077,CUST-013,1
ORD-00550,20/01/2025,P013,CUST-039,2
ORD-05770,20/01/2025,P083,CUST-271,1
ORD-00709,20/01/2025,P029,CUST-105,1
ORD-05190,20/01/2025,P043,CUST-251,1
ORD-09363,20/01/2025,P018,CUST-208,2
ORD-05808,20/01/2025,P082,CUST-401,1
ORD-06222,20/01/2025,P075,CUST-215,1
ORD-04384,20/01/2025,P036,CUST-343,1
ORD-01913,20/01/2025,P018,CUST-095,3
ORD-09768,21/01/2025,P037,CUST-416,2
ORD-05407,21/01/2025,P017,CUST-267,1
ORD-05932,21/01/2025,P091,CUST-048,4
ORD-01427,21/01/2025,P036,CUST-377,1
ORD-00552,21/01/2025,P078,CUST-363,2
ORD-05395,21/01/2025,P070,CUST-309,1
ORD-05916,21/01/2025,P059,CUST-294,5
ORD-01977,21/01/2025,P024,CUST-128,3
ORD-08031,21/01/2025,P064,CUST-158,4
ORD-09235,21/01/2025,P068,CUST-486,1
ORD-03873,21/01/2025,P073,CUST-134,1
ORD-01560,21/01/2025,P014,CUST-383,1
ORD-08200,21/01/2025,P086,CUST-403,1
ORD-01152,21/01/2025,P086,CUST-245,2
ORD-08776,21/01/2025,P076,CUST-368,1
ORD-08442,21/01/2025,P079,CUST-415,1
ORD-04715,21/01/2025,P074,CUST-360,1
ORD-04856,21/01/2025,P050,CUST-436,1
ORD-02910,21/01/2025,P034,CUST-390,1
ORD-02712,21/01/2025,P028,CUST-431,2
ORD-06691,22/01/2025,P020,CUST-012,1
ORD-08358,22/01/2025,P094,CUST-382,1
ORD-03752,22/01/2025,P058,CUST-191,1
ORD-07864,22/01/2025,P059,CUST-388,1
ORD-06570,22/01/2025,P006,CUST-053,1
ORD-08693,22/01/2025,P075,CUST-129,1
ORD-07647,22/01/2025,P080,CUST-105,1
ORD-00585,22/01/2025,P080,CUST-331,1
ORD-06069,22/01/2025,P059,CUST-230,1
ORD-01025,22/01/2025,P010,CUST-105,1
ORD-00163,22/01/2025,P055,CUST-414,2
ORD-04928,22/01/2025,P062,CUST-287,1
ORD-04583,22/01/2025,P053,CUST-258,1
ORD-07086,22/01/2025,P051,CUST-496,1
ORD-08370,22/01/2025,P004,CUST-336,1
ORD-00176,22/01/2025,P077,CUST-066,1
ORD-03222,22/01/2025,P044,CUST-272,1
ORD-00737,22/01/2025,P099,CUST-039,1
ORD-04981,23/01/2025,P048,CUST-052,1
ORD-06282,23/01/2025,P073,CUST-409,1
ORD-09883,23/01/2025,P031,CUST-132,2
ORD-09256,23/01/2025,P014,CUST-244,1
